CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Neighborhood,Location 1
2/23/16,17:20:00,3AF,2400 WILKENS AVE,ROBBERY - STREET,FIREARM,Millhill,"(39.2797700000, -76.6537600000)"
2/23/16,17:30:00,7A,4800 OLNEY RD,AUTO THEFT,,Cylburn,"(39.3470000000, -76.6644000000)"
2/23/16,17:50:00,4C,2700 W FRANKLIN ST,AGG. ASSAULT,OTHER,Rosemont Homeowners/Tenants,"(39.2932500000, -76.6619000000)"
2/23/16,17:50:00,4C,2700 W FRANKLIN ST,AGG. ASSAULT,OTHER,Rosemont Homeowners/Tenants,"(39.2932500000, -76.6619000000)"
2/23/16,17:50:00,4C,2700 W FRANKLIN ST,AGG. ASSAULT,OTHER,Rosemont Homeowners/Tenants,"(39.2932500000, -76.6619000000)"
2/23/16,17:55:00,3AF,300 E LORRAINE AVE,ROBBERY - STREET,FIREARM,Harwood,"(39.3201700000, -76.6121200000)"
2/23/16,17:55:00,6G,1100 HOLLINS ST,LARCENY,,Hollins Market,"(39.2873200000, -76.6365400000)"
2/23/16,18:00:00,5C,1700 W LANVALE ST,BURGLARY,,Harlem Park,"(39.2976100000, -76.6451200000)"
2/23/16,18:00:00,5F,1700 W LANVALE ST,BURGLARY,,Harlem Park,"(39.2976100000, -76.6451200000)"
2/22/16,13:05:00,4A,3400 CLIFTON AVE,AGG. ASSAULT,FIREARM,Mount Holly,"(39.3108900000, -76.6755800000)"
2/22/16,13:15:00,6C,400 E PRATT ST,LARCENY,,Inner Harbor,"(39.2866800000, -76.6098000000)"
2/22/16,13:44:00,7A,1800 RUSSELL ST,AUTO THEFT,,Carroll - Camden Industrial Area,"(39.2723600000, -76.6301900000)"
2/22/16,1305,9S,3400 CLIFTON AV,SHOOTING,FIREARM,Mount Holly,"(39.3110000000, -76.6742900000)"
2/22/16,1305,9S,3400 CLIFTON AV,SHOOTING,FIREARM,Mount Holly,"(39.3110000000, -76.6742900000)"
2/22/16,14:00:00,6J,3300 PRESSTMAN ST,LARCENY,,Rosemont,"(39.3043700000, -76.6722200000)"
2/22/16,14:20:00,6J,500 S CURLEY ST,LARCENY,,Canton,"(39.2858600000, -76.5751000000)"
2/22/16,14:35:00,4A,6500 REISTERSTOWN RD,AGG. ASSAULT,FIREARM,Reisterstown Station,"(39.3566200000, -76.7031600000)"
2/22/16,14:35:00,4A,6500 REISTERSTOWN RD,AGG. ASSAULT,FIREARM,Reisterstown Station,"(39.3566200000, -76.7031600000)"
2/22/16,15:00:00,3B,100 MCMECHEN ST,ROBBERY - STREET,,Bolton Hill,"(39.3094300000, -76.6245900000)"
2/22/16,15:00:00,4E,1500 BARCLAY ST,COMMON ASSAULT,HANDS,Greenmount West,"(39.3068800000, -76.6106800000)"
2/22/16,15:00:00,6G,1100 VALLEY ST,LARCENY,,Johnston Square,"(39.3029800000, -76.6049500000)"
2/22/16,15:15:00,6C,300 LIGHT ST,LARCENY,,Inner Harbor,"(39.2850000000, -76.6130900000)"
2/22/16,15:15:00,4A,500 OLDTOWN MA,AGG. ASSAULT,FIREARM,Oldtown,"(39.2974000000, -76.6023500000)"
2/22/16,11:10:00,6J,1500 DRUID HILL AVE,LARCENY,,Upton,"(39.3038600000, -76.6309000000)"
2/22/16,11:45:00,3AJK,1900 W Fayette,ROBBERY - CARJACKING,KNIFE,Penrose/Fayette Street Outreach,"(39.2894900000, -76.6472700000)"
2/22/16,12:58:00,5F,1500 RUSSELL ST,BURGLARY,,Carroll - Camden Industrial Area,"(39.2740800000, -76.6276900000)"
2/22/16,13:00:00,7A,1900 BAKER ST,AUTO THEFT,,Easterwood,"(39.3066300000, -76.6480300000)"
2/22/16,13:00:00,4B,900 LEADENHALL ST,AGG. ASSAULT,KNIFE,Sharp-Leadenhall,"(39.2785900000, -76.6170300000)"
2/22/16,13:05:00,4A,3400 CLIFTON AVE,AGG. ASSAULT,FIREARM,Mount Holly,"(39.3108900000, -76.6755800000)"
2/22/16,0:00:00,5A,1600 COLE ST,BURGLARY,,New Southwest/Mount Clare,"(39.2821600000, -76.6425900000)"
2/22/16,0:00:00,5A,5400 FORCE RD,BURGLARY,,Frankford,"(39.3212300000, -76.5391500000)"
2/22/16,0:00:00,8AO,800 E BALTIMORE ST,ARSON,,Jonestown,"(39.2901000000, -76.6052400000)"
2/22/16,0:40:00,6J,400 ELRINO ST,LARCENY,,Bayview,"(39.2882000000, -76.5429000000)"
2/22/16,1:01:00,6D,1000 EASTERN AVE,LARCENY FROM AUTO,,Little Italy,"(39.2852600000, -76.6001700000)"
2/22/16,1:01:00,7A,200 E PRESTON ST,AUTO THEFT,,Mid-Town Belvedere,"(39.3046100000, -76.6125500000)"
2/22/16,1:15:00,3AF,100 N SCHROEDER ST,ROBBERY - STREET,FIREARM,Poppleton,"(39.2899700000, -76.6338800000)"
2/22/16,1:30:00,7A,4900 EASTERN AV,AUTO THEFT,,Greektown,"(39.2870600000, -76.5542200000)"
2/22/16,2:30:00,4E,1000 HILLMAN ST,COMMON ASSAULT,HANDS,Johnston Square,"(39.3018800000, -76.6056200000)"
2/22/16,3:45:00,4E,1300 W 36TH ST,COMMON ASSAULT,HANDS,Hampden,"(39.3305200000, -76.6369200000)"
2/22/16,4:00:00,6D,900 S CATON AVE,LARCENY FROM AUTO,,Violetville,"(39.2735500000, -76.6713700000)"
2/22/16,5:25:00,7A,4700 SAYER AVE,AUTO THEFT,,Tremont,"(39.2842500000, -76.6942200000)"
2/22/16,5:30:00,7A,4900 CLIFTON AVE,AUTO THEFT,,Franklintown,"(39.3068000000, -76.7064800000)"
2/22/16,6:09:00,4E,2600 KENNEDY AVE,COMMON ASSAULT,HANDS,Coldstream Homestead Montebello,"(39.3211500000, -76.5962600000)"
2/22/16,6:09:00,6D,1500 N GILMOR ST,LARCENY FROM AUTO,,Sandtown-Winchester,"(39.3059700000, -76.6433900000)"
2/22/16,6:30:00,3AF,0 S PATTERSON PARK AVE,ROBBERY - STREET,FIREARM,Butcher's Hill,"(39.2912200000, -76.5847000000)"
2/22/16,7:00:00,7A,,AUTO THEFT,,,
2/22/16,7:30:00,6D,700 CATHEDRAL ST,LARCENY FROM AUTO,,Mount Vernon,"(39.2979400000, -76.6170200000)"
2/22/16,7:30:00,6G,,LARCENY,,,
2/22/16,8:00:00,7A,2900 THORNDALE AVE,AUTO THEFT,,Cylburn,"(39.3476800000, -76.6664300000)"
2/22/16,8:00:00,5A,700 BRINKWOOD RD,BURGLARY,,Hunting Ridge,"(39.2966300000, -76.6993200000)"
2/22/16,8:00:00,5C,300 E COLD SPRING LN,BURGLARY,,Kernewood,"(39.3460200000, -76.6136000000)"
2/22/16,8:30:00,7A,2300 MARYLAND AVE,AUTO THEFT,,Old Goucher,"(39.3153800000, -76.6182200000)"
2/22/16,9:00:00,6D,ST & RYAN ST,LARCENY FROM AUTO,,Washington Village/Pigtown,"(39.2836800000, -76.6311600000)"
2/22/16,9:00:00,6J,700 BRINKWOOD RD,LARCENY,,Hunting Ridge,"(39.2965100000, -76.6993300000)"
2/22/16,9:10:00,6D,800 E 33RD ST,LARCENY FROM AUTO,,Better Waverly,"(39.3282900000, -76.6049600000)"
2/22/16,9:30:00,6D,100 S STRICKER ST,LARCENY FROM AUTO,,Union Square,"(39.2858000000, -76.6407800000)"
2/22/16,9:30:00,5A,2100 MARYLAND AVE,BURGLARY,,Charles North,"(39.3134000000, -76.6180200000)"
2/22/16,10:00:00,7A,2900 THORNDALE AVE,AUTO THEFT,,Cylburn,"(39.3479700000, -76.6665200000)"
2/22/16,10:23:00,6G,1400 E NORTH AVE,LARCENY,,East Baltimore Midway,"(39.3119600000, -76.5992200000)"
2/22/16,10:45:00,5B,3900 CHESTERFIELD AVE,BURGLARY,,Belair-Edison,"(39.3169000000, -76.5628700000)"
2/22/16,10:45:00,4C,2700 E OLIVER ST,AGG. ASSAULT,OTHER,Berea,"(39.3080300000, -76.5799200000)"
2/22/16,11:00:00,6D,100 PARK AVE,LARCENY FROM AUTO,,Downtown,"(39.2905900000, -76.6180100000)"
2/22/16,15:20:00,4E,1400 W COLD SPRING LN,COMMON ASSAULT,HANDS,Cross Keys,"(39.3449200000, -76.6426000000)"
2/22/16,15:27:00,4E,2800 FOX ST,COMMON ASSAULT,HANDS,Remington,"(39.3210800000, -76.6221700000)"
2/22/16,15:30:00,6G,,LARCENY,,,
2/22/16,15:34:00,6J,BROADWAY & E MONUMENT ST,LARCENY,,Dunbar-Broadway,"(39.2983800000, -76.5944100000)"
2/22/16,16:00:00,4E,6000 CARTER AVE,COMMON ASSAULT,HANDS,Glenham-Belhar,"(39.3527100000, -76.5486100000)"
2/22/16,16:00:00,6D,800 DARTMOUTH RD,LARCENY FROM AUTO,,Evesham Park,"(39.3657200000, -76.6053200000)"
2/22/16,16:00:00,6J,2800 HAWKINS POINT RD,LARCENY,,Hawkins Point,"(39.2036300000, -76.5625500000)"
2/22/16,16:00:00,3B,3800 YOLANDO RD,ROBBERY - STREET,,Ednor Gardens-Lakeside,"(39.3345000000, -76.6001700000)"
2/22/16,16:30:00,3B,2400 LAKEVIEW AVE,ROBBERY - STREET,,Reservoir Hill,"(39.3150000000, -76.6326300000)"
2/22/16,16:30:00,5F,200 E 32ND ST,BURGLARY,,Charles Village,"(39.3269700000, -76.6142000000)"
2/22/16,16:34:00,4E,5700 EASTERN AVE,COMMON ASSAULT,HANDS,Hopkins Bayview,"(39.2874500000, -76.5475700000)"
2/22/16,16:45:00,4C,300 E COLD SPRING LN,AGG. ASSAULT,OTHER,Kernewood,"(39.3460200000, -76.6136000000)"
2/22/16,16:45:00,7A,4100 CREST HEIGHTS RD,AUTO THEFT,,Fallstaff,"(39.3602400000, -76.7104400000)"
2/22/16,16:50:00,4E,500 S SMALLWOOD ST,COMMON ASSAULT,HANDS,Carrollton Ridge,"(39.2813000000, -76.6508800000)"
2/22/16,17:00:00,6J,1300 E LANVALE ST,LARCENY,,Oliver,"(39.3093900000, -76.6008100000)"
2/22/16,17:00:00,6J,4100 CENTURY RD,LARCENY,,Glenham-Belhar,"(39.3464300000, -76.5415500000)"
2/22/16,17:00:00,6D,1500 RETREAT ST,LARCENY FROM AUTO,,Penn North,"(39.3122500000, -76.6425900000)"
2/22/16,17:00:00,6G,2400 WASHINGTON BLVD,LARCENY,,Morrell Park,"(39.2683900000, -76.6505800000)"
2/22/16,17:00:00,6G,2700 E CHASE ST,LARCENY,,Biddle Street,"(39.3038400000, -76.5794200000)"
2/22/16,17:03:00,5A,2100 PENNSYLVANIA AVE,BURGLARY,,Sandtown-Winchester,"(39.3070500000, -76.6389600000)"
2/22/16,17:55:00,7A,1800 PENNSYLVANIA AVE,AUTO THEFT,,Upton,"(39.3043600000, -76.6357100000)"
2/22/16,18:00:00,7A,1200 BEAUMONT AVE,AUTO THEFT,,New Northwood,"(39.3509400000, -76.5973000000)"
2/22/16,18:00:00,6D,700 TOLNA ST,LARCENY FROM AUTO,,Greektown,"(39.2846000000, -76.5511100000)"
2/22/16,18:00:00,4B,1200 N CHARLES ST,AGG. ASSAULT,KNIFE,Mid-Town Belvedere,"(39.3036600000, -76.6160300000)"
2/22/16,18:17:00,6D,1000 N FULTON AVE,LARCENY FROM AUTO,,Sandtown-Winchester,"(39.3002900000, -76.6459700000)"
2/22/16,18:17:00,6D,1000 N FULTON AVE,LARCENY FROM AUTO,,Sandtown-Winchester,"(39.3002900000, -76.6459700000)"
2/22/16,18:30:00,7A,1400 N ROSE ST,AUTO THEFT,,Berea,"(39.3072400000, -76.5822700000)"
2/22/16,18:30:00,4F,4500 HARFORD RD,ASSAULT BY THREAT,,Lauraville,"(39.3414100000, -76.5711300000)"
2/22/16,18:40:00,6D,5500 PARK HEIGHTS AVE,LARCENY FROM AUTO,,Arlington,"(39.3518700000, -76.6836100000)"
2/22/16,18:50:00,6B,5400 REISTERSTOWN RD,LARCENY,,Woodmere,"(39.3461200000, -76.6880600000)"
2/22/16,19:00:00,3AF,2300 DIVISION ST,ROBBERY - STREET,FIREARM,Druid Heights,"(39.3091100000, -76.6395200000)"
2/22/16,19:00:00,5A,1700 W LANVALE ST,BURGLARY,,Harlem Park,"(39.2976100000, -76.6451200000)"
2/22/16,19:00:00,7A,5000 THE ALAMEDA,AUTO THEFT,,New Northwood,"(39.3483300000, -76.5991600000)"
2/22/16,19:00:00,5D,1700 W LANVALE ST,BURGLARY,,Harlem Park,"(39.2976100000, -76.6451200000)"
2/22/16,19:00:00,5D,1700 W LANVALE ST,BURGLARY,,Harlem Park,"(39.2976100000, -76.6451200000)"
2/22/16,19:15:00,4E,900 MC ALEER CT,COMMON ASSAULT,HANDS,Oldtown,"(39.2997400000, -76.6044000000)"
2/22/16,19:15:00,6L,900 E 33RD ST,LARCENY,,Ednor Gardens-Lakeside,"(39.3284300000, -76.6033300000)"
2/22/16,19:30:00,6E,400 IMLA ST,LARCENY,,Bayview,"(39.2888100000, -76.5391400000)"
2/22/16,19:32:00,4A,2700 FISK RD,AGG. ASSAULT,FIREARM,Cherry Hill,"(39.2499000000, -76.6311700000)"
2/22/16,19:55:00,4E,2500 MCCULLOH ST,COMMON ASSAULT,HANDS,Penn North,"(39.3137300000, -76.6403200000)"
2/22/16,1932,9S,2700 FISK RD,SHOOTING,FIREARM,Cherry Hill,"(39.2499000000, -76.6311700000)"
2/22/16,20:00:00,6J,0 S ANN ST,LARCENY,,Washington Hill,"(39.2910800000, -76.5917800000)"
2/22/16,20:15:00,4E,0 S JANNEY ST,COMMON ASSAULT,HANDS,Kresson,"(39.2921600000, -76.5608600000)"
2/22/16,20:39:00,3BJ,2600 WILKENS AVE,ROBBERY - CARJACKING,,Millhill,"(39.2784000000, -76.6578500000)"
2/22/16,20:39:00,3P,2600 WILKENS AVE,ROBBERY - STREET,,Millhill,"(39.2784000000, -76.6578500000)"
2/22/16,20:45:00,4D,0 S CATHERINE ST,AGG. ASSAULT,HANDS,Shipley Hill,"(39.2870700000, -76.6561600000)"
2/22/16,21:00:00,6E,600 N PACA ST,LARCENY,,Seton Hill,"(39.2961700000, -76.6226200000)"
2/22/16,21:00:00,8BO,2700 BERYL AVE,ARSON,,Biddle Street,"(39.3031700000, -76.5792500000)"
2/22/16,21:00:00,8AO,2700 BERYL AVE,ARSON,,Biddle Street,"(39.3031700000, -76.5792500000)"
2/22/16,21:29:00,4D,1500 RUSSELL ST,AGG. ASSAULT,HANDS,Carroll - Camden Industrial Area,"(39.2741500000, -76.6279100000)"
2/22/16,21:30:00,4E,2800 HINSDALE DR,COMMON ASSAULT,HANDS,Lakeland,"(39.2562100000, -76.6445400000)"
2/22/16,21:45:00,4E,4000 ELMORA AVE,COMMON ASSAULT,HANDS,Belair-Edison,"(39.3181000000, -76.5590000000)"
2/22/16,22:05:00,4C,1500 LEMMON ST,AGG. ASSAULT,OTHER,Union Square,"(39.2858300000, -76.6414100000)"
2/22/16,22:30:00,4A,2500 CECIL AVE,AGG. ASSAULT,FIREARM,Coldstream Homestead Montebello,"(39.3199700000, -76.5990500000)"
2/22/16,22:50:00,5D,400 SAINT PAUL PL,BURGLARY,,Mount Vernon,"(39.2948200000, -76.6136700000)"
2/22/16,23:00:00,4E,500 DOLPHIN ST,COMMON ASSAULT,HANDS,Upton,"(39.3000500000, -76.6288800000)"
2/22/16,23:00:00,7A,2600 OSWEGO AVE,AUTO THEFT,,Central Park Heights,"(39.3359200000, -76.6629100000)"
2/21/16,11:57:00,3B,1300 E 33RD ST,ROBBERY - STREET,,Ednor Gardens-Lakeside,"(39.3285000000, -76.5975000000)"
2/21/16,12:00:00,4B,5100 GOODNOW RD,AGG. ASSAULT,KNIFE,Frankford,"(39.3259700000, -76.5438500000)"
2/21/16,12:05:00,4E,2300 N CHARLES ST,COMMON ASSAULT,HANDS,Old Goucher,"(39.3154300000, -76.6168000000)"
2/21/16,12:30:00,4C,3100 HARFORD RD,AGG. ASSAULT,OTHER,Coldstream Homestead Montebello,"(39.3263400000, -76.5851800000)"
2/21/16,12:30:00,5A,2300 SEAMON AVE,BURGLARY,,Cherry Hill,"(39.2532900000, -76.6245000000)"
2/21/16,12:30:00,7A,0 N CONKLING ST,AUTO THEFT,,Baltimore Highlands,"(39.2926000000, -76.5675900000)"
2/21/16,12:39:00,3AF,1300 W SARATOGA ST,ROBBERY - STREET,FIREARM,Franklin Square,"(39.2922700000, -76.6389000000)"
2/21/16,13:00:00,6E,6200 LOCH RAVEN BLVD,LARCENY,,Loch Raven,"(39.3690500000, -76.5837100000)"
2/21/16,13:14:00,6E,4100 FREDERICK AVE,LARCENY,,Irvington,"(39.2817400000, -76.6840500000)"
2/21/16,13:45:00,6C,700 WASHINGTON BLVD,LARCENY,,Washington Village/Pigtown,"(39.2832300000, -76.6267700000)"
2/21/16,1327,1F,2300 DENISON ST,HOMICIDE,FIREARM,Mount Holly,"(39.3131800000, -76.6744000000)"
2/21/16,14:23:00,4E,2000 ORLEANS ST,COMMON ASSAULT,HANDS,CARE,"(39.2953100000, -76.5892500000)"
2/21/16,14:30:00,3BJ,2100 BAKER ST,ROBBERY - CARJACKING,,Easterwood,"(39.3064300000, -76.6519500000)"
2/21/16,14:50:00,6C,2000 HARFORD RD,LARCENY,,East Baltimore Midway,"(39.3135100000, -76.5987200000)"
2/21/16,15:00:00,7A,2000 SINCLAIR LN,AUTO THEFT,,South Clifton Park,"(39.3142600000, -76.5896500000)"
2/21/16,15:00:00,5A,2600 LLEWELYN AVE,BURGLARY,,Berea,"(39.3074700000, -76.5806900000)"
2/21/16,15:00:00,7A,3800 GRANADA AVE,AUTO THEFT,,Dorchester,"(39.3324600000, -76.6870600000)"
2/21/16,15:04:00,7A,300 FURROW ST,AUTO THEFT,,Carrollton Ridge,"(39.2839000000, -76.6519600000)"
2/21/16,15:05:00,4B,5800 KEY AVE,AGG. ASSAULT,KNIFE,Mount Washington,"(39.3592100000, -76.6797700000)"
2/21/16,15:30:00,5D,500 W PRESTON ST,BURGLARY,,Heritage Crossing,"(39.2992600000, -76.6260000000)"
2/21/16,3:00:00,4F,2900 WYNHAM RD,ASSAULT BY THREAT,,West Forest Park,"(39.3188400000, -76.6931700000)"
2/21/16,3:05:00,4E,4200 THAYER CT,COMMON ASSAULT,HANDS,Brooklyn,"(39.2278500000, -76.5995200000)"
2/21/16,3:16:00,4F,1100 E COLD SPRING LN,ASSAULT BY THREAT,,New Northwood,"(39.3451000000, -76.5990500000)"
2/21/16,3:16:00,4E,2500 FOSTER AVE,COMMON ASSAULT,HANDS,Canton,"(39.2840800000, -76.5804600000)"
2/21/16,3:30:00,3AO,700 DOLPHIN ST,ROBBERY - STREET,OTHER,Upton,"(39.2976100000, -76.6321300000)"
2/21/16,4:08:00,4C,400 S NEWKIRK ST,AGG. ASSAULT,OTHER,Greektown,"(39.2873500000, -76.5566300000)"
2/21/16,5:00:00,4E,300 N EUTAW ST,COMMON ASSAULT,HANDS,Downtown,"(39.2929800000, -76.6211900000)"
2/21/16,5:34:00,7A,600 N STREEPER ST,AUTO THEFT,,McElderry Park,"(39.2981100000, -76.5773300000)"
2/21/16,6:33:00,4E,400 S BENTALOU ST,COMMON ASSAULT,HANDS,Millhill,"(39.2830300000, -76.6526200000)"
2/21/16,7:00:00,4E,1900 WADSWORTH WAY,COMMON ASSAULT,HANDS,Loch Raven,"(39.3596700000, -76.5788700000)"
2/21/16,7:30:00,6D,400 FONTHILL AVE,LARCENY FROM AUTO,,Gwynns Falls,"(39.2787100000, -76.6634900000)"
2/21/16,7:30:00,7A,600 N STREEPER ST,AUTO THEFT,,McElderry Park,"(39.2981100000, -76.5773300000)"
2/21/16,8:00:00,5A,2300 SEAMON AVE,BURGLARY,,Cherry Hill,"(39.2532900000, -76.6245000000)"
2/21/16,8:20:00,6C,100 N WOLFE ST,LARCENY,,Washington Hill,"(39.2932300000, -76.5905300000)"
2/21/16,9:00:00,5A,100 N HIGHLAND AVE,BURGLARY,,Baltimore Highlands,"(39.2938100000, -76.5694700000)"
2/21/16,9:00:00,4E,2900 WINCHESTER ST,COMMON ASSAULT,HANDS,Winchester,"(39.3013200000, -76.6667500000)"
2/21/16,9:04:00,4D,1300 N CAREY ST,AGG. ASSAULT,HANDS,Sandtown-Winchester,"(39.3034200000, -76.6390000000)"
2/21/16,9:10:00,6D,400 NOTTINGHAM RD,LARCENY FROM AUTO,,Ten Hills,"(39.2875100000, -76.6975500000)"
2/21/16,9:30:00,6L,200 E CENTRE ST,LARCENY,,Mount Vernon,"(39.2965100000, -76.6120600000)"
2/21/16,10:00:00,7A,1600 N MOUNT ST,AUTO THEFT,,Sandtown-Winchester,"(39.3069000000, -76.6448600000)"
2/21/16,10:00:00,6D,700 N FREMONT AVE,LARCENY FROM AUTO,,Harlem Park,"(39.2974400000, -76.6335900000)"
2/21/16,10:00:00,6E,1300 N BRADFORD ST,LARCENY,,Broadway East,"(39.3061100000, -76.5849100000)"
2/21/16,10:00:00,7A,1000 CATHEDRAL ST,AUTO THEFT,,Mid-Town Belvedere,"(39.3013600000, -76.6176900000)"
2/21/16,11:00:00,5C,2700 THE ALAMEDA,BURGLARY,,Coldstream Homestead Montebello,"(39.3224800000, -76.5924500000)"
2/21/16,11:15:00,6D,1200 HARFORD AVE,LARCENY FROM AUTO,,Oliver,"(39.3041400000, -76.6020600000)"
2/21/16,15:30:00,5A,2900 GIBBONS AVE,BURGLARY,,Hamilton Hills,"(39.3519000000, -76.5631500000)"
2/21/16,15:55:00,4E,300 N GILMOR ST,COMMON ASSAULT,HANDS,Franklin Square,"(39.2922900000, -76.6425600000)"
2/21/16,16:41:00,4A,1100 N LAKEWOOD AVE,AGG. ASSAULT,FIREARM,Biddle Street,"(39.3041800000, -76.5797600000)"
2/21/16,16:45:00,6G,1700 N CHARLES ST,LARCENY,,Charles North,"(39.3089700000, -76.6163800000)"
2/21/16,17:07:00,4E,3300 WHITE AVE,COMMON ASSAULT,HANDS,Glenham-Belhar,"(39.3518100000, -76.5537900000)"
2/21/16,17:07:00,4E,3300 WHITE AVE,COMMON ASSAULT,HANDS,Glenham-Belhar,"(39.3518100000, -76.5537900000)"
2/21/16,17:15:00,5A,800 BRIDGEVIEW RD,BURGLARY,,Cherry Hill,"(39.2479200000, -76.6246100000)"
2/21/16,18:00:00,5D,3900 SOUTHERN AVE,BURGLARY,,Waltherson,"(39.3365200000, -76.5598300000)"
2/21/16,18:03:00,6C,3400 BELAIR RD,LARCENY,,Belair-Edison,"(39.3228100000, -76.5720100000)"
2/21/16,18:20:00,6J,300 LIGHT ST,LARCENY,,Inner Harbor,"(39.2850000000, -76.6130900000)"
2/21/16,18:30:00,6C,2400 FREDERICK AVE,LARCENY,,Millhill,"(39.2834300000, -76.6558100000)"
2/21/16,19:00:00,6D,6500 EASTERN AVE,LARCENY FROM AUTO,,Pulaski Industrial Area,"(39.2877800000, -76.5353700000)"
2/21/16,19:00:00,6D,3100 KENTUCKY AVE,LARCENY FROM AUTO,,Belair-Edison,"(39.3231300000, -76.5697900000)"
2/21/16,19:30:00,6G,1100 E COLD SPRING LN,LARCENY,,New Northwood,"(39.3451000000, -76.5990500000)"
2/21/16,0:00:00,6D,1200 N MILTON AVE,LARCENY FROM AUTO,,Broadway East,"(39.3050800000, -76.5827200000)"
2/21/16,0:30:00,6G,1500 RUSSELL ST,LARCENY,,Carroll - Camden Industrial Area,"(39.2740800000, -76.6276900000)"
2/21/16,0:54:00,4E,PRESTON ST & N KENWOOD AV,COMMON ASSAULT,HANDS,Berea,"(39.3059700000, -76.5785100000)"
2/21/16,1:00:00,5B,500 RAPPOLLA ST,BURGLARY,,Greektown,"(39.2866800000, -76.5529100000)"
2/21/16,1:10:00,4B,2400 FRANCIS ST,AGG. ASSAULT,KNIFE,Penn North,"(39.3120300000, -76.6411000000)"
2/21/16,1:15:00,4E,200 W READ ST,COMMON ASSAULT,HANDS,Mount Vernon,"(39.3003400000, -76.6187900000)"
2/21/16,1:15:00,4E,200 W READ ST,COMMON ASSAULT,HANDS,Mount Vernon,"(39.3003400000, -76.6187900000)"
2/21/16,1:30:00,4E,100 MARKET PL,COMMON ASSAULT,HANDS,Inner Harbor,"(39.2875200000, -76.6069400000)"
2/21/16,1:30:00,4E,100 MARKET PL,COMMON ASSAULT,HANDS,Inner Harbor,"(39.2875200000, -76.6069400000)"
2/21/16,2:00:00,4E,600 GEORGE ST,COMMON ASSAULT,HANDS,Heritage Crossing,"(39.2965900000, -76.6282200000)"
2/21/16,2:00:00,3AK,3500 NOBLE ST,ROBBERY - STREET,KNIFE,Baltimore Highlands,"(39.2931200000, -76.5682300000)"
2/21/16,2:30:00,4E,1100 NANTICOKE ST,COMMON ASSAULT,HANDS,Washington Village/Pigtown,"(39.2805000000, -76.6313300000)"
2/21/16,2:30:00,4E,6600 PINE AVE,COMMON ASSAULT,HANDS,Saint Helena,"(39.2638900000, -76.5306300000)"
2/21/16,204,1K,700 W LAFAYETTE AV,HOMICIDE,KNIFE,Upton,"(39.2996300000, -76.6337100000)"
2/21/16,19:30:00,6D,4400 COOK AVE,LARCENY FROM AUTO,,Frankford,"(39.3352900000, -76.5503800000)"
2/21/16,20:00:00,7A,2200 LINDEN AVE,AUTO THEFT,,Reservoir Hill,"(39.3128600000, -76.6346700000)"
2/21/16,20:30:00,3AO,1600 EDISON HWY,ROBBERY - STREET,OTHER,Berea,"(39.3098000000, -76.5730900000)"
2/21/16,2013,1F,1700 N HILTON ST,HOMICIDE,FIREARM,Rosemont,"(39.3070000000, -76.6722300000)"
2/21/16,21:00:00,6E,2200 DRUID HILL AVE,LARCENY,,Druid Heights,"(39.3092100000, -76.6375400000)"
2/21/16,21:00:00,6E,3300 BURLEITH AVE,LARCENY,,Burleith-Leighton,"(39.3192900000, -76.6600000000)"
2/21/16,21:10:00,4E,5600 REMMELL AVE,COMMON ASSAULT,HANDS,Glenham-Belhar,"(39.3452300000, -76.5496200000)"
2/21/16,21:19:00,6D,900 GREENMOUNT AVE,LARCENY FROM AUTO,,Penn-Fallsway,"(39.3001900000, -76.6069000000)"
2/21/16,21:19:00,6D,900 GREENMOUNT AVE,LARCENY FROM AUTO,,Penn-Fallsway,"(39.3001900000, -76.6069000000)"
2/21/16,21:22:00,4E,1700 N BOND ST,COMMON ASSAULT,HANDS,Oliver,"(39.3097900000, -76.5968800000)"
2/21/16,21:30:00,6C,200 N GAY ST,LARCENY,,Jonestown,"(39.2931700000, -76.6081200000)"
2/21/16,22:00:00,7A,0 W 20TH ST,AUTO THEFT,,Charles North,"(39.3121800000, -76.6170300000)"
2/21/16,22:00:00,4E,4200 PIMLICO RD,COMMON ASSAULT,HANDS,Greenspring,"(39.3381700000, -76.6631800000)"
2/21/16,22:30:00,3AF,2100 E NORTH AVE,ROBBERY - STREET,FIREARM,South Clifton Park,"(39.3124500000, -76.5886000000)"
2/21/16,22:30:00,7A,500 RANDOM RD,AUTO THEFT,,Beechfield,"(39.2794200000, -76.7008700000)"
2/21/16,22:30:00,4E,3600 E FAYETTE ST,COMMON ASSAULT,HANDS,Baltimore Highlands,"(39.2950100000, -76.5673000000)"
2/21/16,22:30:00,6D,1500 WADSWORTH WAY,LARCENY FROM AUTO,,Loch Raven,"(39.3632100000, -76.5828100000)"
2/21/16,22:40:00,4E,4100 MARX AVE,COMMON ASSAULT,HANDS,Waltherson,"(39.3344100000, -76.5611400000)"
2/21/16,22:48:00,3K,800 W LEXINGTON ST,ROBBERY - RESIDENCE,,Poppleton,"(39.2911200000, -76.6307200000)"
2/21/16,22:59:00,4E,200 S SPRING CT,COMMON ASSAULT,HANDS,Perkins Homes,"(39.2886100000, -76.5981400000)"
2/21/16,23:00:00,5D,0 W NORTH AVE,BURGLARY,,Charles North,"(39.3111900000, -76.6170400000)"
